,name,nname,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
30884,Dan Molina,,13,9,0,0,"5'10""",216lbs,0,,"Jun14,1984",0.0,0.0,5.58,0.6000000000000001,0.0,0.0,0.0,20.9
30898,Jeff Molina,El Jefe,11,2,0,0,"5'6""",125lbs,69,Orthodox,"Jul17,1997",7.25,0.48,5.04,0.55,0.0,0.0,0.66,0.0
30912,Mike Guymon,The Joker,15,6,1,0,"6'0""",170lbs,74,Orthodox,"Sep17,1974",2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2
30926,Justin Guthrie,,18,9,0,0,"6'1""",170lbs,0,,"Jan19,1981",0.16,0.33,3.74,0.14,2.44,0.25,0.0,4.9
30940,Chris Gutierrez,El Guapo,18,3,2,0,"5'9""",135lbs,67,Orthodox,"Apr22,1991",4.69,0.58,2.61,0.63,0.44,0.37,0.73,0.1
30954,Alexander Gustafsson,The Mauler,18,7,0,0,"6'5""",205lbs,79,Orthodox,"Jan15,1987",4.02,0.4,3.42,0.51,1.54,0.39,0.8300000000000001,0.4
30968,Horacio Gutierrez,The Punisher,4,3,0,0,"5'10""",145lbs,0,,"Sep15,1990",0.86,0.26,2.91,0.46,0.0,0.0,0.5,0.0
30982,Andre Gusmao,,6,3,0,0,"6'0""",205lbs,0,Orthodox,"May19,1977",2.79,0.43,3.2800000000000002,0.6000000000000001,0.0,0.0,0.6000000000000001,0.0
30996,Gugun Gusman,The Tiger,8,4,0,0,"5'7""",135lbs,68,Orthodox,"Mar03,1990",0.88,0.27,6.18,0.41000000000000003,0.0,0.0,0.33,0.0
31010,Fabio Gurgel,,3,2,0,0,"6'0""",205lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31024,John Gunther,The Machine,5,1,0,0,"5'9""",155lbs,72,Orthodox,"Nov24,1985",1.65,0.37,3.7199999999999998,0.46,7.08,0.42,0.0,0.0
31038,Jorge Gurgel,,14,10,0,0,"5'7""",155lbs,69,Orthodox,"Jan25,1977",3.37,0.32,3.62,0.62,0.81,0.23,0.6000000000000001,0.5
31052,John Gunderson,Quick Guns,35,16,2,0,"5'9""",155lbs,69,Orthodox,"Jan05,1979",1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0
31066,Brad Gumm,,10,6,1,1,"5'11""",170lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31080,Leonardo Guimaraes,Leleco,11,5,0,1,"6'0""",185lbs,0,Orthodox,"Apr15,1982",2.35,0.56,2.99,0.44,0.0,0.0,0.52,1.0
31094,Chris Guillen,,13,16,0,0,"6'0""",240lbs,0,Orthodox,"Dec09,1972",0.8200000000000001,0.27,1.9100000000000001,0.36,0.0,0.0,0.0,0.0
31108,Marcelo Guimaraes,Magrao,9,2,1,0,"6'0""",185lbs,73,Orthodox,"Jun25,1983",4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0
31122,Jason Guida,,19,28,0,2,"5'10""",214lbs,0,,"Aug04,1977",1.87,0.4,3.33,0.52,1.0,0.14,0.5,1.0
31136,Melvin Guillard,The Young Assassin,32,18,2,3,"5'9""",155lbs,71,Orthodox,"Mar30,1983",2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2
31150,Fabricio Guerreiro,,21,5,0,1,"5'10""",145lbs,0,,"Jul24,1990",1.87,0.31,2.2,0.67,2.0,0.5,0.0,0.0
31164,Clay Guida,The Carpenter,37,19,0,0,"5'7""",155lbs,70,Orthodox,"Dec08,1981",2.52,0.34,2.74,0.62,3.24,0.37,0.68,0.7000000000000001
31178,Nandor Guelmino,The Hun,11,5,1,0,"6'3""",230lbs,0,,"Dec20,1975",3.62,0.56,3.16,0.33,0.0,0.0,0.42,0.0
31192,Shannon Gugerty,,15,7,0,0,"5'10""",155lbs,71,Orthodox,"Dec30,1981",1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4
31206,Wang Guan,The Dongbei Tiger,20,1,1,0,"5'9""",145lbs,71,Orthodox,"Mar14,1986",4.73,0.43,3.27,0.6000000000000001,0.0,0.0,0.0,0.0
31220,Mike Grundy,,12,4,0,0,"5'7""",145lbs,72,Orthodox,"Jan03,1987",2.09,0.45,4.45,0.56,4.06,0.28,0.5,0.4
31234,Vik Grujic,The Spartan,6,6,0,0,"5'11""",170lbs,73,Orthodox,"Feb06,1977",2.24,0.48,3.39,0.41000000000000003,1.18,0.33,0.26,0.4
31248,Chris Gruetzemacher,Gritz,15,5,0,0,"5'8""",155lbs,68,Orthodox,"Jun16,1986",6.18,0.5700000000000001,4.96,0.52,0.21,0.5,0.65,0.0
31262,Garrett Gross,,11,7,0,0,"5'9""",155lbs,0,Orthodox,"Aug08,1988",2.39,0.45,1.67,0.46,0.0,0.0,0.52,0.0
31276,Neil Grove,Goliath,12,8,1,0,"6'6""",265lbs,0,Orthodox,"Jan18,1971",0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3
31290,Kendall Grove,Da Spyder,23,17,0,1,"6'6""",185lbs,79,Orthodox,"Nov12,1982",2.31,0.41000000000000003,2.4,0.54,0.49,0.45,0.56,1.7000000000000002
31304,Josh Grispi,The Fluke,14,5,0,0,"5'11""",145lbs,74,Orthodox,"Oct14,1988",1.44,0.41000000000000003,3.71,0.5,1.97,0.36,0.16,2.2
31318,Rodrigo Gripp de Sousa,Riscado,7,9,0,0,"5'11""",205lbs,0,Orthodox,--,0.48,0.23,4.8100000000000005,0.52,0.0,0.0,0.0,9.6
31332,Chuck Grigsby,The Reverend,23,10,0,0,"6'6""",205lbs,0,Orthodox,--,0.71,0.16,3.29,0.46,0.0,0.0,0.66,0.0
31346,Maxim Grishin,Maximus,32,9,2,0,"6'3""",205lbs,78,Orthodox,"May02,1984",3.4,0.52,2.07,0.59,0.27,0.33,0.66,0.0
31360,Chad Griggs,The Grave Digger,11,3,0,0,"6'1""",205lbs,73,Orthodox,"May15,1978",2.67,0.5,2.22,0.46,1.51,0.66,0.41000000000000003,0.0
31374,Jordan Griffin,Native Psycho,18,9,0,0,"5'10""",145lbs,73,Southpaw,"Feb28,1990",2.52,0.46,3.02,0.5,1.45,0.35000000000000003,0.42,1.9
31388,Max Griffin,Pain,18,9,0,0,"5'11""",170lbs,76,Orthodox,"Nov29,1985",4.36,0.5,3.94,0.5700000000000001,1.48,0.5,0.75,0.4
31402,Gabe Green,Gifted,11,4,0,0,"5'10""",170lbs,73,Switch,"May02,1993",6.2,0.45,6.92,0.46,0.8300000000000001,0.5,0.53,0.30000000000000004
31416,Maurice Greene,The Crochet Boss,9,7,0,0,"6'7""",258lbs,80,Orthodox,"Jul05,1986",3.2800000000000002,0.45,3.61,0.45,0.0,0.0,0.27,0.4
31430,Matt Grice,The Real One,15,5,0,0,"5'8""",145lbs,70,Orthodox,"Jul29,1981",4.09,0.53,2.69,0.56,2.19,0.37,0.8200000000000001,0.5
31444,Tyson Griffin,,16,8,0,0,"5'6""",145lbs,68,Orthodox,"Apr20,1984",3.71,0.41000000000000003,2.3,0.65,1.87,0.46,0.59,0.9
31458,Forrest Griffin,,19,7,0,0,"6'3""",205lbs,77,Orthodox,"Mar16,1979",4.38,0.36,2.81,0.61,1.05,0.48,0.5700000000000001,0.7000000000000001
31472,Ashkan Mokhtarian,The Assassin,13,3,0,0,"5'6""",125lbs,67,Southpaw,"Sep15,1985",1.9500000000000002,0.43,3.66,0.43,0.54,0.16,0.33,0.0
31486,Muhammad Mokaev,The Punisher,7,0,0,1,"5'7""",125lbs,70,Orthodox,"Jul30,2000",2.07,0.4,1.03,0.8,0.0,0.0,0.0,15.5
31500,Thiago Moises,,16,6,0,0,"5'9""",155lbs,70,Orthodox,"Mar23,1995",2.48,0.37,4.02,0.56,1.11,0.36,0.6000000000000001,1.2
31514,Nate Mohr,,9,7,0,0,"5'9""",155lbs,72,Orthodox,"Mar03,1983",3.79,0.41000000000000003,2.5,0.74,0.45,0.5,0.71,0.0
31528,Renato Moicano,,16,5,1,0,"5'11""",155lbs,72,Orthodox,"May21,1989",4.8,0.48,4.07,0.61,1.7000000000000002,0.48,0.73,0.6000000000000001
31542,Bronson Mohika,,1,1,0,0,--,135lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31556,Bobby Moffett,The Wolfman,13,5,0,1,"5'10""",145lbs,73,Orthodox,"Jun01,1990",3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4
31570,Roxanne Modafferi,The Happy Warrior,25,21,0,0,"5'7""",125lbs,69,Orthodox,"Sep24,1982",3.35,0.30000000000000004,5.7,0.51,1.35,0.23,0.30000000000000004,0.1
31584,Motoki Miyazawa,,7,3,0,0,"5'11""",168lbs,0,Southpaw,--,1.23,0.28,3.91,0.61,0.0,0.0,0.0,0.0
31598,Tatsuya Mizuno,,16,12,1,0,"6'1""",205lbs,0,Southpaw,"Jun02,1981",2.25,0.37,3.52,0.53,1.19,0.25,0.4,3.6
31612,Takeya Mizugaki,,21,11,2,0,"5'7""",135lbs,69,Orthodox,"Dec16,1983",3.37,0.37,3.27,0.5700000000000001,1.46,0.5700000000000001,0.7000000000000001,0.1
31626,Tomoya Miyashita,,17,9,7,0,"5'7""",139lbs,0,Southpaw,--,1.67,0.65,0.93,0.33,4.0,0.8,0.0,2.0
31640,Kazuyuki Miyata,,15,9,0,0,"5'8""",139lbs,0,Orthodox,--,2.04,0.52,1.82,0.63,4.31,0.46,0.68,0.0
31654,Jonathan  Mix,,7,4,0,0,"6'0""",168lbs,0,,"Nov09,1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31668,Eiji Mitsuoka,,18,9,2,0,"5'7""",145lbs,0,Southpaw,"Jan01,1976",1.49,0.49,2.26,0.45,2.3,0.36,0.2,1.6
31682,Hiromitsu Miura,,12,7,0,0,"5'9""",170lbs,71,Orthodox,"Sep22,1981",2.12,0.34,2.12,0.58,2.23,0.5,0.6900000000000001,0.6000000000000001
31696,Roman Mitichyan,,8,3,0,0,"5'10""",170lbs,0,Orthodox,"Sep04,1978",0.26,0.16,2.7,0.43,1.9300000000000002,1.0,0.25,1.9
31710,Matt Mitrione,,12,5,0,0,"6'3""",265lbs,82,Switch,"Jul15,1978",3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7000000000000001
31724,Maurice Mitchell,The AK Kid,11,2,0,0,"5'9""",145lbs,0,Orthodox,"Jun29,1987",3.8,0.55,3.54,0.6000000000000001,0.0,0.0,1.0,0.0
31738,Bryce Mitchell,Thug Nasty,15,1,0,0,"5'10""",145lbs,70,Southpaw,"Oct04,1994",2.2800000000000002,0.63,1.3900000000000001,0.59,3.4,0.52,0.33,1.9
31752,Clay Mitchell,,1,2,0,0,"6'2""",185lbs,0,,--,1.63,0.85,0.0,0.0,0.0,0.0,1.0,4.1
31766,Brad Mitchell,,4,2,0,1,"5'11""",145lbs,0,,"Oct10,1974",1.15,0.33,4.2,0.52,0.0,0.0,1.0,1.9
31780,Danny Mitchell,The Cheesecake Assassin,19,9,1,0,"6'2""",170lbs,0,Orthodox,"Aug08,1986",2.5300000000000002,0.49,2.5300000000000002,0.52,0.0,0.0,1.0,3.0
31794,David Mitchell,Daudi,22,7,0,0,"6'0""",170lbs,75,Orthodox,"Oct24,1979",1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0
31808,Felix Lee Mitchell,,2,7,0,0,--,--,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31822,Toby Misech,2 Quick,9,5,0,0,"5'8""",145lbs,0,Southpaw,"Mar07,1988",3.27,0.4,7.73,0.46,0.0,0.0,0.0,0.0
31836,Dokonjonosuke Mishima,,21,7,2,0,"5'7""",155lbs,0,Southpaw,"Apr19,1972",1.06,0.41000000000000003,1.22,0.52,2.47,0.4,0.25,1.4
31850,Kazuo Misaki,Hitman,25,11,2,1,"5'8""",183lbs,0,Orthodox,"Apr25,1976",2.85,0.4,2.74,0.63,0.72,0.38,0.51,0.6000000000000001
31864,Damir Mirenic,Wolf,9,4,0,0,"6'0""",185lbs,0,Orthodox,"Aug02,1974",0.84,0.5,9.86,0.35000000000000003,0.0,0.0,0.0,0.0
31878,Vitor Miranda,Lex Luthor,12,5,0,0,"6'1""",185lbs,77,Orthodox,"Mar10,1979",2.98,0.45,2.95,0.58,0.9500000000000001,0.55,0.5,0.2
31892,Mario Miranda,,14,7,0,0,"6'3""",185lbs,74,Orthodox,"Jul12,1979",1.96,0.54,2.46,0.36,1.02,0.6000000000000001,0.54,0.0
31906,Juan Miranda,,7,5,0,0,--,155lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31920,Carlton Minus,Clutch,10,3,0,1,"5'10""",170lbs,75,Orthodox,"Apr26,1993",3.5,0.4,4.97,0.5,0.0,0.0,0.58,0.0
31934,Mike Minniger,,0,0,0,0,--,--,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31948,Frank Mir,,18,11,0,0,"6'3""",264lbs,79,Southpaw,"May24,1979",2.18,0.47000000000000003,3.84,0.38,2.02,0.4,0.54,2.0
31962,Stipe Miocic,,20,4,0,0,"6'4""",240lbs,80,Orthodox,"Aug19,1982",4.82,0.53,3.8200000000000003,0.54,1.8599999999999999,0.34,0.68,0.0
31976,Ikuhisa Minowa,Minowaman,60,42,8,0,"5'9""",181lbs,0,Orthodox,"Jan12,1976",0.88,0.4,1.6600000000000001,0.49,1.82,0.41000000000000003,0.05,1.9
31990,Darrick Minner,,26,13,0,0,"5'7""",145lbs,69,Orthodox,"Apr28,1990",2.58,0.64,1.9500000000000002,0.32,2.46,0.72,0.66,2.8
32004,Vitaly Minakov,,20,0,0,0,"6'2""",249lbs,0,,"Feb06,1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32018,Alberto Mina,Soldier of God,13,1,0,0,"6'0""",170lbs,77,Orthodox,"May02,1982",3.23,0.38,3.7,0.47000000000000003,1.85,0.2,0.5,0.0
32032,Adam Milstead,The Prototype,8,4,0,0,"6'3""",205lbs,76,Orthodox,"Jul03,1987",3.85,0.46,4.79,0.43,0.0,0.0,0.64,0.0
32046,Che Mills,Beautiful,16,10,0,3,"6'1""",170lbs,76,Orthodox,"Sep29,1982",2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0
32060,Mo Miller,Moshow,6,0,0,0,"5'8""",135lbs,72,Orthodox,"Aug10,1992",1.87,0.45,1.33,0.6000000000000001,4.0,0.8,0.0,0.0
32074,Aaron Miller,Blood Spiller,14,10,0,1,"5'9""",145lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32088,Eddy Millis,,0,2,0,0,"6'1""",185lbs,0,,--,0.0,0.0,3.36,0.22,0.0,0.0,0.0,7.2
32102,Micah Miller,Maverick,20,8,0,1,"6'0""",145lbs,0,Orthodox,"Feb14,1987",1.33,0.33,2.15,0.54,0.98,0.37,0.21,2.0
32116,Henry Miller,Sentoryu,6,16,0,1,"5'7""",270lbs,0,Southpaw,"Jul16,1969",1.25,0.36,2.16,0.54,0.55,0.25,0.6000000000000001,0.0
32130,Cole Miller,Magrinho,21,11,0,1,"6'1""",145lbs,73,Orthodox,"Apr26,1984",3.0,0.33,3.88,0.59,0.6000000000000001,0.36,0.38,1.8
32144,Dan Miller,,14,8,0,1,"6'1""",185lbs,74,Orthodox,"Jun30,1981",2.03,0.36,3.06,0.49,1.67,0.54,0.47000000000000003,1.8
32158,Jason Miller,Mayhem,23,10,0,1,"6'1""",185lbs,0,Orthodox,"Dec24,1980",1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3
32172,Jim Miller,A-10,35,16,0,1,"5'8""",155lbs,71,Southpaw,"Aug30,1983",2.79,0.41000000000000003,2.93,0.58,1.62,0.43,0.47000000000000003,1.8
32186,Curtis Millender,Curtious,17,5,0,0,"6'2""",170lbs,76,Orthodox,"Dec01,1987",3.86,0.46,2.95,0.61,0.43,1.0,0.5700000000000001,0.0
32200,Phillip Miller,,16,0,0,0,"5'11""",185lbs,0,Orthodox,"Feb20,1979",1.6099999999999999,0.54,1.9300000000000002,0.5,3.62,0.25,1.0,0.6000000000000001
32214,Pat Miletich,The Croatian Sensation,29,7,2,0,"5'10""",170lbs,0,Orthodox,"Mar09,1968",1.79,0.45,1.6600000000000001,0.63,1.96,1.0,0.54,1.0
32228,Billy Miles,The Kid,2,2,0,0,"5'10""",170lbs,0,Orthodox,"Apr28,1978",0.0,0.0,1.25,0.33,0.0,0.0,0.0,0.0
32242,Bojan Mihajlovic,,10,6,0,0,"5'11""",205lbs,73,Orthodox,"Mar30,1980",1.23,0.35000000000000003,5.95,0.47000000000000003,0.0,0.0,0.33,0.0
32256,Gabriel Miglioli,Biel,9,9,0,0,"5'8""",170lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32270,Keith Mielke,,0,5,0,0,"5'8""",185lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32284,Chris Mierzwiak,,5,3,0,0,"6'1""",185lbs,0,,"Feb14,1988",1.6,0.61,1.73,0.48,2.0,0.28,0.0,1.0
32298,Desmond Green,The Predator,23,8,0,0,"5'10""",155lbs,73,Southpaw,"Oct11,1989",3.7,0.46,2.51,0.6900000000000001,1.62,0.5,0.75,0.0
32312,Kevin Gray,Pocket Herc,9,4,0,0,"5'4""",125lbs,67,Orthodox,"May03,1985",3.45,0.62,4.48,0.66,0.0,0.0,0.0,0.0
32326,Sam Greco,,3,1,1,0,"6'2""",205lbs,0,Orthodox,"May03,1967",2.4,0.75,1.33,0.53,0.0,0.0,0.25,1.0
32340,James Gray,The Phenom,4,1,0,0,"5'9""",135lbs,0,Orthodox,"Oct25,1987",2.61,0.5,18.26,0.44,0.0,0.0,0.0,0.0
32354,Bobby Green,King,29,13,1,0,"5'10""",155lbs,71,Orthodox,"Sep09,1986",5.88,0.52,3.65,0.62,1.34,0.38,0.72,0.30000000000000004
32368,Tony Gravely,,23,7,0,0,"5'5""",135lbs,69,Orthodox,"Sep28,1991",3.92,0.52,3.04,0.47000000000000003,6.65,0.55,0.52,0.4
32382,Shelton Graves,The Gravedigger,7,3,0,0,"6'2""",255lbs,76,Southpaw,"Oct23,1985",2.19,0.6900000000000001,0.81,0.33,4.86,0.5700000000000001,0.0,0.0
32396,Michael Graves,,6,0,1,0,"5'10""",170lbs,71,Orthodox,"Jan08,1991",1.25,0.54,1.47,0.58,4.8,0.52,0.66,0.4
32410,Alexa Grasso,,14,3,0,0,"5'5""",125lbs,66,Orthodox,"Aug09,1993",4.92,0.43,3.79,0.63,0.54,0.5700000000000001,0.6000000000000001,0.7000000000000001
32424,Davey Grant,Dangerous,14,6,0,0,"5'8""",135lbs,69,Orthodox,"Dec18,1985",4.83,0.44,4.02,0.56,1.6,0.42,0.65,0.1
32438,Dwight Grant,The Body Snatcher,11,5,0,0,"6'1""",185lbs,76,Switch,"Sep14,1984",3.26,0.34,2.55,0.61,0.72,1.0,0.68,0.0
32452,Steven Graham,,2,1,0,0,"6'1""",290lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32466,Kron Gracie,,5,1,0,0,"5'9""",145lbs,70,Southpaw,"Jul11,1988",5.15,0.41000000000000003,8.13,0.53,0.88,0.25,0.0,0.9
32480,Miranda Granger,Danger,7,2,0,0,"5'7""",125lbs,68,Orthodox,"Apr13,1992",2.91,0.48,2.64,0.59,0.0,0.0,0.4,0.0
32494,Scott Graham,,3,1,0,0,"6'4""",185lbs,0,Orthodox,--,0.91,0.42,2.27,0.28,0.0,0.0,0.0,0.0
32508,Neiman Gracie,,6,0,0,0,"6'0""",170lbs,0,,--,0.77,1.0,0.38,0.75,5.77,1.0,0.0,5.8
32522,TJ Grant,,21,5,0,0,"5'10""",155lbs,72,Orthodox,"Feb26,1984",3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6000000000000001
32536,Roger Gracie,,8,2,0,0,"6'4""",185lbs,79,Orthodox,"Sep26,1981",1.78,0.35000000000000003,1.79,0.61,1.87,0.53,0.6000000000000001,1.9
32550,Cesar Gracie,,0,1,0,0,"5'10""",181lbs,0,Orthodox,--,0.0,0.0,17.14,0.5,0.0,0.0,0.0,0.0
32564,Igor Gracie,,5,4,0,0,"5'11""",170lbs,0,,"Feb04,1980",1.8599999999999999,0.6000000000000001,0.99,0.5,3.7199999999999998,0.5,0.0,3.7
32578,Rolles Gracie,,8,4,0,0,"6'4""",242lbs,0,Orthodox,"Jul14,1978",2.3,0.32,3.38,0.55,2.3,0.1,0.0,0.0
32592,Ralek Gracie,,3,1,0,0,"6'2""",210lbs,0,Orthodox,"Oct04,1985",1.6099999999999999,0.46,1.05,0.55,2.5,0.75,0.0,1.7000000000000002
32606,Ryan Gracie,,5,2,0,0,"5'9""",200lbs,0,Orthodox,"Aug14,1974",0.8200000000000001,0.61,0.5,0.4,2.83,0.75,0.25,0.9
32620,Royler Gracie,,5,5,1,0,"5'8""",150lbs,0,Southpaw,"Dec06,1965",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32634,Rodrigo Gracie,,6,2,1,0,"6'0""",183lbs,0,Orthodox,"Apr11,1975",1.34,0.51,0.86,0.46,1.49,0.5,0.75,0.4
32648,Ralph Gracie,,6,1,0,0,"5'9""",183lbs,0,Orthodox,--,0.86,0.37,1.72,0.31,0.0,0.0,0.25,4.0
32662,Renzo Gracie,,13,7,1,1,"5'10""",185lbs,0,Orthodox,"Mar11,1967",1.71,0.41000000000000003,1.67,0.55,1.13,0.2,0.4,0.8
32676,Rickson Gracie,,11,0,0,0,"5'10""",185lbs,0,Switch,"Nov20,1958",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32690,Daniel Gracie,,5,4,1,0,"6'2""",225lbs,0,Orthodox,--,1.9,0.38,1.33,0.59,0.36,1.0,0.8,2.1
32704,Damian Grabowski,The Polish Pitbull,20,5,0,0,"6'1""",241lbs,75,Orthodox,"May12,1980",4.0,0.36,7.65,0.51,0.0,0.0,0.0,0.0
32718,Crosley Gracie,,2,2,0,0,"5'9""",190lbs,0,Orthodox,"Jul18,1979",1.69,0.37,1.54,0.6000000000000001,3.46,0.85,0.5,0.6000000000000001
32732,Royce Gracie,,15,2,3,0,"6'1""",175lbs,0,Southpaw,"Dec12,1966",0.88,0.41000000000000003,1.13,0.37,0.0,0.0,0.66,0.8
32746,Justin Governale,The Therapist,5,5,0,0,--,145lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32760,Hugo Govea,,0,1,0,0,--,--,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32774,Wilson Gouveia,,14,8,0,0,"6'1""",185lbs,76,Orthodox,"Oct03,1978",3.02,0.39,4.06,0.56,0.9,0.66,0.5700000000000001,2.2
32788,Thibault Gouti,GT,12,5,0,0,"5'10""",155lbs,72,Orthodox,"Feb27,1987",3.68,0.34,5.64,0.5,1.23,0.8,0.8300000000000001,0.30000000000000004
32802,Todd Gouwenberg,,9,5,0,0,"6'1""",205lbs,0,Orthodox,"Sep25,1974",0.52,0.23,2.93,0.42,1.57,0.33,0.5,0.0
32816,Tim Gorman,The Psycho,9,4,0,0,"5'5""",135lbs,0,Southpaw,"Apr29,1983",2.73,0.31,5.57,0.46,1.0,0.09,0.33,0.0
32830,Chase Gormley,,14,6,0,1,"6'3""",265lbs,0,Orthodox,--,3.6,0.42,6.03,0.44,3.12,0.42,0.0,1.0
32844,Jonathan Goulet,The Road Warrior,23,12,0,1,"6'0""",170lbs,73,Orthodox,"Jul13,1979",1.6099999999999999,0.41000000000000003,2.01,0.46,4.17,0.7000000000000001,0.45,0.6000000000000001
32858,Alex Gorgees,Hitman,6,1,0,0,"6'2""",155lbs,74,Switch,"Aug11,1995",0.67,0.32,2.27,0.38,0.0,0.0,0.54,0.0
32872,Tresean Gore,Mr. Vicious,4,1,0,0,"6'0""",185lbs,75,Switch,"Jun21,1994",3.8,0.6000000000000001,7.47,0.41000000000000003,2.0,0.66,0.87,1.0
32886,Malcolm Gordon,X,14,5,0,0,"5'7""",125lbs,71,Switch,"May19,1990",2.39,0.44,2.43,0.44,2.06,0.25,0.0,0.7000000000000001
32900,Tebaris Gordon,Boom,3,1,0,0,"6'1""",265lbs,0,Orthodox,"Jul19,1988",3.5300000000000002,0.16,49.41,0.22,0.0,0.0,0.0,0.0
32914,Jared Gordon,Flash,18,5,0,0,"5'9""",155lbs,68,Orthodox,"Sep06,1988",5.24,0.5700000000000001,3.2,0.58,2.22,0.39,0.54,0.0
32928,Eddie Gordon,Truck,8,4,0,0,"6'0""",185lbs,76,Orthodox,"Jul22,1983",2.03,0.32,2.5700000000000003,0.6000000000000001,1.9300000000000002,0.8300000000000001,0.63,0.0
32942,Gerard Gordeau,,2,2,0,0,"6'5""",216lbs,0,Orthodox,"Mar30,1959",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32956,Jordan Goodwin,,0,0,0,0,--,155lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32970,Gary Goodridge,Big Daddy,23,22,1,0,"6'3""",249lbs,0,Orthodox,"Jan17,1966",1.8399999999999999,0.56,2.14,0.48,0.4,1.0,0.53,0.8
32984,Jennifer Gonzalez,Jefa,13,5,0,0,"5'2""",125lbs,0,,"Mar22,1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32998,Lyman Good,Cyborg,21,6,0,1,"6'0""",170lbs,74,Orthodox,"May26,1985",5.34,0.48,4.01,0.63,0.27,1.0,0.75,0.0
33012,Kier Gooch,,2,7,0,0,--,155lbs,0,,"Apr21,1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33026,Erick Gonzalez,The Ghost Pepper,14,6,0,0,"5'11""",155lbs,75,Orthodox,"Jan20,1992",2.68,0.37,6.11,0.33,2.87,0.5,0.5,0.0
33040,Jorge Gonzalez,Street,16,4,0,0,"6'2""",205lbs,76,Orthodox,"Feb29,1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33054,Mikey Gonzalez,Rolls,7,2,0,0,"5'11""",155lbs,74,Orthodox,"Aug13,1985",0.91,0.16,14.55,0.11,0.0,0.0,0.0,0.0
33068,Jared Gooden,NiteTrain,18,7,0,0,"6'0""",170lbs,77,Orthodox,"Dec05,1993",5.16,0.45,7.59,0.49,0.65,1.0,0.85,0.0
33082,Kristof Midoux,The Hurricane,6,10,0,0,"6'1""",220lbs,0,Orthodox,"Jul30,1974",0.7000000000000001,0.43,2.89,0.49,0.0,0.0,0.0,0.0
33096,Pearl Gonzalez,,6,3,0,0,"5'4""",115lbs,0,Orthodox,"Aug12,1986",2.23,0.37,4.07,0.5700000000000001,1.04,0.11,0.0,0.5
33110,Lewis Gonzalez,Lethal,11,3,0,0,"5'10""",170lbs,0,Orthodox,"Sep19,1987",1.4,0.37,1.87,0.41000000000000003,2.0,0.33,0.62,0.0
33124,Jason Gonzalez,Nicoya,11,5,0,0,"6'2""",155lbs,74,Southpaw,"Feb28,1990",3.06,0.39,3.13,0.58,0.0,0.0,0.30000000000000004,1.0
33138,Zachary Micklewright,,15,3,0,0,"6'0""",155lbs,74,Southpaw,"Aug21,1976",5.5600000000000005,0.53,4.72,0.54,0.7000000000000001,0.12,1.0,0.0
33152,David Michaud,BullDawg,11,3,0,0,"5'9""",155lbs,0,Orthodox,"Nov10,1988",3.25,0.43,4.45,0.54,2.5300000000000002,0.58,0.77,0.7000000000000001
33166,Chris Mickle,,30,21,2,1,"5'9""",145lbs,0,Orthodox,"Jul10,1983",3.03,0.27,9.7,0.48,0.0,0.0,0.0,0.0
